Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Mois,Statut,Date de lancement,Budget dépensé (€),Conversions (achats),Revenu estimé (€),ROAS,Coût par conversion (€),Impressions,Clics,Taux de clic (%)
AG1_Motion-Vidéo_Léa_Digestion_V1022,Shaker,Léa Garcia,Motion/Vidéo,Digestion,Avant chaque entraînement...,Juillet 2025,En ligne,08/07/2025,4880,230,17031.2,3.49,21.22,223843,9178,4.1
AG1_UGC_Camille_Immunité_V1023,AG1 Powder,Camille Dubois,UGC,Immunité,Ce que personne ne dit,Juillet 2025,En pause,26/07/2025,3376,23,5064,1.5,146.78,311251,11516,3.7
AG1_Témoignage_Marc_Voyage_V1024,Vitamine D3+K2,Marc Dupont,Témoignage,Voyage et santé,Avant chaque entraînement...,Septembre 2025,Arrêtée,20/09/2025,2024,149,7448.32,3.68,13.58,300783,9625,3.2
AG1_Podcast_Emma_Énergie_V1025,AG1 Travel Packs,Emma Laurent,Podcast,Énergie quotidienne,Mon avis honnête,Juillet 2025,En ligne,02/07/2025,3265,19,6432.05,1.97,171.84,333562,8673,2.6
AG1_Imagestatique_Pierre_Routine_V1026,AG1 Powder,Pierre Moreau,Image statique,Routine matinale,Avant chaque entraînement...,Novembre 2025,En pause,19/11/2025,2083,43,8602.79,4.13,48.44,125704,5280,4.2
AG1_Motion-Vidéo_Thomas_Bien-être_V1027,Abonnement,Thomas Bernard,Motion/Vidéo,Bien-être global,Avant chaque entraînement...,Novembre 2025,En ligne,11/11/2025,5492,23,17354.72,3.16,238.78,274336,9876,3.6
AG1_Motion-Vidéo_Sophie_Énergie_V1028,Bundle Complet,Sophie Martin,Motion/Vidéo,Énergie quotidienne,La vérité sur AG1,Août 2025,Archivée,07/08/2025,4421,186,12644.06,2.86,23.77,436284,15706,3.6
AG1_Motion-Vidéo_Studio_Énergie_V1029,Vitamine D3+K2,Studio Interne,Motion/Vidéo,Énergie quotidienne,3 mois plus tard...,Juillet 2025,Archivée,25/07/2025,3590,49,7323.6,2.04,73.27,461826,8313,1.8
AG1_Motion-Vidéo_Antoine_Routine_V1030,AG1 Travel Packs,Antoine Roux,Motion/Vidéo,Routine matinale,Avant chaque entraînement...,Août 2025,En pause,22/08/2025,2447,137,3474.74,1.42,17.86,467172,13081,2.8
AG1_Témoignage_Julie_Énergie_V1031,Omega-3,Julie Petit,Témoignage,Énergie quotidienne,Ce qui a changé ma vie...,Novembre 2025,En pause,18/11/2025,2437,43,2607.59,1.07,56.67,198264,6939,3.5
AG1_UGC_Studio_Bien-être_V1032,Vitamine D3+K2,Studio Interne,UGC,Bien-être global,Mon secret de productivité,Novembre 2025,Arrêtée,01/11/2025,2057,29,2632.96,1.28,70.93,228511,4342,1.9
AG1_Imagestatique_Studio_Bien-être_V1033,AG1 Travel Packs,Studio Interne,Image statique,Bien-être global,Ce qui a changé ma vie...,Novembre 2025,En ligne,18/11/2025,6555,239,17829.6,2.72,27.43,172035,3613,2.1
AG1_Podcast_Emma_Digestion_V1034,Shaker,Emma Laurent,Podcast,Digestion,Avant chaque entraînement...,Septembre 2025,En pause,24/09/2025,1467,90,1819.08,1.24,16.3,407824,15497,3.8
AG1_UGC_Camille_Voyage_V1035,Abonnement,Camille Dubois,UGC,Voyage et santé,3 mois plus tard...,Juillet 2025,En ligne,18/07/2025,2829,91,11570.61,4.09,31.09,376725,9418,2.5
AG1_Témoignage_Camille_Bien-être_V1036,Omega-3,Camille Dubois,Témoignage,Bien-être global,La vérité sur AG1,Novembre 2025,Archivée,04/11/2025,1658,206,5156.38,3.11,8.05,195812,6853,3.5
AG1_Témoignage_Camille_Routine_V1037,Omega-3,Camille Dubois,Témoignage,Routine matinale,Ce que personne ne dit,Juillet 2025,Arrêtée,16/07/2025,5740,140,19573.4,3.41,41,261983,7336,2.8
AG1_Témoignage_Camille_Focus_V1038,Vitamine D3+K2,Camille Dubois,Témoignage,Focus mental,Avant chaque entraînement...,Octobre 2025,En ligne,11/10/2025,7578,49,22809.78,3.01,154.65,197910,4948,2.5
AG1_Podcast_Emma_Énergie_V1039,AG1 Powder,Emma Laurent,Podcast,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Août 2025,En ligne,27/08/2025,7906,94,16918.84,2.14,84.11,101840,2240,2.2
AG1_Témoignage_Camille_Immunité_V1040,Abonnement,Camille Dubois,Témoignage,Immunité,Mon secret de productivité,Juillet 2025,En ligne,06/07/2025,3992,125,6427.12,1.61,31.94,491479,9338,1.9
AG1_Motion-Vidéo_Léa_Routine_V1041,Vitamine D3+K2,Léa Garcia,Motion/Vidéo,Routine matinale,3 mois plus tard...,Novembre 2025,Archivée,21/11/2025,4613,124,9502.78,2.06,37.2,378036,11719,3.1
AG1_Motion-Vidéo_Antoine_Routine_V1042,AG1 Powder,Antoine Roux,Motion/Vidéo,Routine matinale,Mon secret de productivité,Juillet 2025,En pause,13/07/2025,1365,242,3412.5,2.5,5.64,392620,7852,2
AG1_Imagestatique_Studio_Routine_V1043,Vitamine D3+K2,Studio Interne,Image statique,Routine matinale,La vérité sur AG1,Août 2025,Arrêtée,25/08/2025,3540,28,12779.4,3.61,126.43,358045,8235,2.3
AG1_UGC_Thomas_Performance_V1044,Vitamine D3+K2,Thomas Bernard,UGC,Performance sportive,Mon avis honnête,Juillet 2025,Arrêtée,12/07/2025,3957,187,8190.99,2.07,21.16,442902,15059,3.4
AG1_Motion-Vidéo_Emma_Performance_V1045,AG1 Travel Packs,Emma Laurent,Motion/Vidéo,Performance sportive,Ce que personne ne dit,Juillet 2025,Archivée,03/07/2025,7495,77,8244.5,1.1,97.34,65955,2440,3.7
AG1_UGC_Sophie_Focus_V1046,AG1 Travel Packs,Sophie Martin,UGC,Focus mental,3 mois plus tard...,Juillet 2025,Archivée,14/07/2025,3262,235,5088.72,1.56,13.88,222182,3777,1.7
AG1_Motion-Vidéo_Studio_Routine_V1047,AG1 Powder,Studio Interne,Motion/Vidéo,Routine matinale,3 mois plus tard...,Octobre 2025,Arrêtée,19/10/2025,5416,98,11265.28,2.08,55.27,174698,5416,3.1
AG1_Podcast_Pierre_Voyage_V1048,Vitamine D3+K2,Pierre Moreau,Podcast,Voyage et santé,Ce que personne ne dit,Septembre 2025,Arrêtée,24/09/2025,7978,143,15158.2,1.9,55.79,255042,11222,4.4
AG1_UGC_Camille_Immunité_V1049,Vitamine D3+K2,Camille Dubois,UGC,Immunité,La vérité sur AG1,Octobre 2025,En pause,04/10/2025,6022,187,19872.6,3.3,32.2,186701,5601,3
AG1_Motion-Vidéo_Julie_Énergie_V1050,AG1 Travel Packs,Julie Petit,Motion/Vidéo,Énergie quotidienne,Ce qui a changé ma vie...,Juillet 2025,Arrêtée,09/07/2025,6701,36,29082.34,4.34,186.14,341318,10581,3.1
AG1_Imagestatique_Sophie_Performance_V1051,AG1 Powder,Sophie Martin,Image statique,Performance sportive,Ce que personne ne dit,Août 2025,Arrêtée,11/08/2025,2139,213,6630.9,3.1,10.04,353656,8488,2.4
AG1_Imagestatique_Pierre_Voyage_V1052,Shaker,Pierre Moreau,Image statique,Voyage et santé,La vérité sur AG1,Novembre 2025,Archivée,14/11/2025,4320,20,13132.8,3.04,216,491870,8362,1.7
AG1_UGC_Léa_Bien-être_V1053,Shaker,Léa Garcia,UGC,Bien-être global,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,09/09/2025,5063,59,21922.79,4.33,85.81,241253,8926,3.7
AG1_Podcast_Emma_Immunité_V1054,Abonnement,Emma Laurent,Podcast,Immunité,Avant chaque entraînement...,Octobre 2025,En ligne,26/10/2025,4813,28,14294.61,2.97,171.89,270982,9213,3.4
AG1_Imagestatique_Léa_Digestion_V1055,AG1 Powder,Léa Garcia,Image statique,Digestion,La vérité sur AG1,Juillet 2025,En ligne,19/07/2025,6094,66,17367.9,2.85,92.33,95019,3041,3.2
AG1_Motion-Vidéo_Antoine_Immunité_V1056,AG1 Travel Packs,Antoine Roux,Motion/Vidéo,Immunité,Mon avis honnête,Septembre 2025,En pause,10/09/2025,6538,21,12029.92,1.84,311.33,39021,1171,3
AG1_Podcast_Marc_Bien-être_V1057,Bundle Complet,Marc Dupont,Podcast,Bien-être global,Ce que personne ne dit,Septembre 2025,En ligne,26/09/2025,7906,181,21109.02,2.67,43.68,267870,8572,3.2
AG1_Imagestatique_Thomas_Immunité_V1058,AG1 Powder,Thomas Bernard,Image statique,Immunité,Mon secret de productivité,Août 2025,Archivée,15/08/2025,4757,46,8610.17,1.81,103.41,361492,14098,3.9
AG1_UGC_Julie_Focus_V1059,Omega-3,Julie Petit,UGC,Focus mental,Mon avis honnête,Novembre 2025,En ligne,25/11/2025,3867,86,16357.41,4.23,44.97,107187,4395,4.1
AG1_Motion-Vidéo_Emma_Routine_V1060,Omega-3,Emma Laurent,Motion/Vidéo,Routine matinale,Mon secret de productivité,Octobre 2025,En ligne,02/10/2025,1732,54,6148.6,3.55,32.07,209864,5456,2.6
AG1_Podcast_Sophie_Digestion_V1061,Shaker,Sophie Martin,Podcast,Digestion,Ce que personne ne dit,Octobre 2025,En pause,12/10/2025,2412,183,5451.12,2.26,13.18,266038,8779,3.3
AG1_Témoignage_Thomas_Routine_V1062,AG1 Powder,Thomas Bernard,Témoignage,Routine matinale,Ce qui a changé ma vie...,Août 2025,Archivée,18/08/2025,5638,37,20747.84,3.68,152.38,498568,21937,4.4
AG1_Podcast_Marc_Routine_V1063,Abonnement,Marc Dupont,Podcast,Routine matinale,Ce que personne ne dit,Octobre 2025,Arrêtée,11/10/2025,3009,47,12397.08,4.12,64.02,378172,9832,2.6
AG1_Motion-Vidéo_Thomas_Énergie_V1064,Omega-3,Thomas Bernard,Motion/Vidéo,Énergie quotidienne,Ce qui a changé ma vie...,Octobre 2025,En ligne,16/10/2025,3270,107,14584.2,4.46,30.56,340506,13280,3.9
AG1_Témoignage_Julie_Voyage_V1065,AG1 Powder,Julie Petit,Témoignage,Voyage et santé,Ce qui a changé ma vie...,Août 2025,En pause,15/08/2025,611,178,629.33,1.03,3.43,75854,2579,3.4
AG1_Motion-Vidéo_Emma_Performance_V1066,AG1 Travel Packs,Emma Laurent,Motion/Vidéo,Performance sportive,Mon secret de productivité,Septembre 2025,En ligne,08/09/2025,6127,201,24324.19,3.97,30.48,214230,6427,3
AG1_UGC_Marc_Immunité_V1067,AG1 Travel Packs,Marc Dupont,UGC,Immunité,3 mois plus tard...,Juillet 2025,Archivée,18/07/2025,7563,14,30327.63,4.01,540.21,406821,17086,4.2
AG1_Imagestatique_Thomas_Voyage_V1068,AG1 Travel Packs,Thomas Bernard,Image statique,Voyage et santé,3 mois plus tard...,Juillet 2025,Arrêtée,20/07/2025,6401,196,17858.79,2.79,32.66,395113,14224,3.6
AG1_Imagestatique_Sophie_Focus_V1069,Abonnement,Sophie Martin,Image statique,Focus mental,Ce qui a changé ma vie...,Novembre 2025,Arrêtée,13/11/2025,4765,105,18917.05,3.97,45.38,125839,3146,2.5
AG1_Imagestatique_Pierre_Immunité_V1070,AG1 Travel Packs,Pierre Moreau,Image statique,Immunité,Ce que personne ne dit,Août 2025,En ligne,10/08/2025,5706,21,5021.28,0.88,271.71,366090,8054,2.2
AG1_UGC_Camille_Énergie_V1071,AG1 Travel Packs,Camille Dubois,UGC,Énergie quotidienne,Avant chaque entraînement...,Septembre 2025,En pause,05/09/2025,6404,113,26128.32,4.08,56.67,226083,3617,1.6
AG1_UGC_Sophie_Focus_V1072,AG1 Travel Packs,Sophie Martin,UGC,Focus mental,Mon avis honnête,Septembre 2025,Arrêtée,03/09/2025,1679,146,5675.02,3.38,11.5,122381,2448,2
AG1_Témoignage_Julie_Bien-être_V1073,Vitamine D3+K2,Julie Petit,Témoignage,Bien-être global,3 mois plus tard...,Septembre 2025,Archivée,26/09/2025,3419,59,7453.42,2.18,57.95,129594,2462,1.9
AG1_Podcast_Léa_Performance_V1074,Bundle Complet,Léa Garcia,Podcast,Performance sportive,Ce que personne ne dit,Juillet 2025,Arrêtée,27/07/2025,1350,14,5130,3.8,96.43,444861,11122,2.5
AG1_Motion-Vidéo_Marc_Digestion_V1075,Abonnement,Marc Dupont,Motion/Vidéo,Digestion,Avant chaque entraînement...,Novembre 2025,En pause,03/11/2025,1307,153,2979.96,2.28,8.54,43681,1267,2.9
AG1_Motion-Vidéo_Sophie_Routine_V1076,Abonnement,Sophie Martin,Motion/Vidéo,Routine matinale,Mon avis honnête,Novembre 2025,Arrêtée,06/11/2025,7009,13,16330.97,2.33,539.15,93727,1875,2
AG1_Motion-Vidéo_Thomas_Routine_V1077,Omega-3,Thomas Bernard,Motion/Vidéo,Routine matinale,Ce que personne ne dit,Août 2025,En ligne,06/08/2025,3115,39,13550.25,4.35,79.87,415068,6226,1.5
AG1_Motion-Vidéo_Sophie_Performance_V1078,Shaker,Sophie Martin,Motion/Vidéo,Performance sportive,Mon avis honnête,Juillet 2025,En pause,19/07/2025,7491,231,25319.58,3.38,32.43,76654,1610,2.1
AG1_Motion-Vidéo_Antoine_Routine_V1079,Shaker,Antoine Roux,Motion/Vidéo,Routine matinale,Pourquoi je ne peux plus m'en passer,Juillet 2025,En ligne,18/07/2025,5609,189,17892.71,3.19,29.68,243308,4136,1.7
AG1_Podcast_Emma_Voyage_V1080,Vitamine D3+K2,Emma Laurent,Podcast,Voyage et santé,Avant chaque entraînement...,Octobre 2025,En ligne,07/10/2025,6579,240,15986.97,2.43,27.41,203966,5099,2.5
AG1_Imagestatique_Emma_Bien-être_V1081,Shaker,Emma Laurent,Image statique,Bien-être global,Pourquoi je ne peux plus m'en passer,Septembre 2025,Arrêtée,19/09/2025,7923,180,15291.39,1.93,44.02,64943,1299,2
AG1_Témoignage_Pierre_Focus_V1082,Abonnement,Pierre Moreau,Témoignage,Focus mental,Pourquoi je ne peux plus m'en passer,Juillet 2025,En ligne,18/07/2025,7933,87,26654.88,3.36,91.18,401620,8836,2.2
AG1_Imagestatique_Thomas_Énergie_V1083,Vitamine D3+K2,Thomas Bernard,Image statique,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Septembre 2025,En pause,24/09/2025,5837,230,9981.27,1.71,25.38,76763,1996,2.6
AG1_Motion-Vidéo_Julie_Focus_V1084,AG1 Travel Packs,Julie Petit,Motion/Vidéo,Focus mental,3 mois plus tard...,Juillet 2025,En ligne,27/07/2025,6259,37,5820.87,0.93,169.16,107488,4300,4
AG1_Imagestatique_Camille_Immunité_V1085,AG1 Powder,Camille Dubois,Image statique,Immunité,3 mois plus tard...,Octobre 2025,En pause,12/10/2025,6252,137,8877.84,1.42,45.64,267849,8035,3
AG1_Imagestatique_Thomas_Focus_V1086,Vitamine D3+K2,Thomas Bernard,Image statique,Focus mental,La vérité sur AG1,Octobre 2025,Arrêtée,12/10/2025,3373,155,11872.96,3.52,21.76,133602,5745,4.3
AG1_Imagestatique_Sophie_Immunité_V1087,Bundle Complet,Sophie Martin,Image statique,Immunité,La vérité sur AG1,Novembre 2025,Arrêtée,13/11/2025,1138,42,2947.42,2.59,27.1,198930,4575,2.3
AG1_Podcast_Pierre_Énergie_V1088,Omega-3,Pierre Moreau,Podcast,Énergie quotidienne,Mon avis honnête,Novembre 2025,En pause,22/11/2025,3737,110,15022.74,4.02,33.97,195195,3514,1.8
AG1_Podcast_Léa_Routine_V1089,Vitamine D3+K2,Léa Garcia,Podcast,Routine matinale,Mon avis honnête,Novembre 2025,En pause,01/11/2025,1428,242,6197.52,4.34,5.9,409153,18003,4.4
AG1_Podcast_Sophie_Voyage_V1090,Vitamine D3+K2,Sophie Martin,Podcast,Voyage et santé,3 mois plus tard...,Septembre 2025,En ligne,21/09/2025,543,45,743.91,1.37,12.07,267949,8306,3.1
AG1_UGC_Antoine_Digestion_V1091,Vitamine D3+K2,Antoine Roux,UGC,Digestion,Mon avis honnête,Juillet 2025,En ligne,09/07/2025,2356,26,4405.72,1.87,90.62,153978,2772,1.8
AG1_Podcast_Léa_Digestion_V1092,AG1 Travel Packs,Léa Garcia,Podcast,Digestion,La vérité sur AG1,Août 2025,En pause,02/08/2025,7661,121,14785.73,1.93,63.31,445162,7568,1.7
AG1_Imagestatique_Pierre_Digestion_V1093,Abonnement,Pierre Moreau,Image statique,Digestion,Pourquoi je ne peux plus m'en passer,Septembre 2025,Archivée,27/09/2025,3712,134,6644.48,1.79,27.7,398735,11563,2.9
AG1_Podcast_Julie_Voyage_V1094,AG1 Powder,Julie Petit,Podcast,Voyage et santé,Avant chaque entraînement...,Septembre 2025,En ligne,19/09/2025,7711,222,17195.53,2.23,34.73,68247,1228,1.8
AG1_UGC_Julie_Performance_V1095,Bundle Complet,Julie Petit,UGC,Performance sportive,Mon avis honnête,Octobre 2025,En pause,19/10/2025,2138,72,7760.94,3.63,29.69,327897,12460,3.8
AG1_Podcast_Marc_Routine_V1096,AG1 Travel Packs,Marc Dupont,Podcast,Routine matinale,Mon secret de productivité,Juillet 2025,En ligne,06/07/2025,6854,184,5688.82,0.83,37.25,44673,1161,2.6
AG1_Témoignage_Sophie_Performance_V1097,AG1 Travel Packs,Sophie Martin,Témoignage,Performance sportive,3 mois plus tard...,Juillet 2025,En pause,08/07/2025,1500,61,6330,4.22,24.59,67526,1080,1.6
AG1_Motion-Vidéo_Studio_Focus_V1098,AG1 Travel Packs,Studio Interne,Motion/Vidéo,Focus mental,Ce qui a changé ma vie...,Novembre 2025,Archivée,08/11/2025,6129,30,15322.5,2.5,204.3,292835,9371,3.2
AG1_Témoignage_Antoine_Digestion_V1099,Bundle Complet,Antoine Roux,Témoignage,Digestion,La vérité sur AG1,Septembre 2025,En pause,16/09/2025,7810,113,16869.6,2.16,69.12,440552,16300,3.7
AG1_Témoignage_Sophie_Focus_V1100,Bundle Complet,Sophie Martin,Témoignage,Focus mental,La vérité sur AG1,Septembre 2025,En pause,24/09/2025,3906,192,6054.3,1.55,20.34,105680,3276,3.1
AG1_Motion-Vidéo_Thomas_Routine_V1101,AG1 Travel Packs,Thomas Bernard,Motion/Vidéo,Routine matinale,3 mois plus tard...,Septembre 2025,Arrêtée,06/09/2025,2986,230,4299.84,1.44,12.98,373413,14937,4
AG1_UGC_Pierre_Routine_V1102,AG1 Travel Packs,Pierre Moreau,UGC,Routine matinale,Mon avis honnête,Octobre 2025,Archivée,10/10/2025,7493,72,23303.23,3.11,104.07,232159,8358,3.6
AG1_Témoignage_Antoine_Digestion_V1103,AG1 Travel Packs,Antoine Roux,Témoignage,Digestion,Avant chaque entraînement...,Octobre 2025,En pause,23/10/2025,1978,166,7654.86,3.87,11.92,112408,1911,1.7
AG1_UGC_Thomas_Performance_V1104,AG1 Travel Packs,Thomas Bernard,UGC,Performance sportive,3 mois plus tard...,Septembre 2025,En pause,19/09/2025,1431,148,4393.17,3.07,9.67,257959,6191,2.4
AG1_Témoignage_Julie_Focus_V1105,Bundle Complet,Julie Petit,Témoignage,Focus mental,3 mois plus tard...,Août 2025,En ligne,10/08/2025,844,14,2050.92,2.43,60.29,277649,6664,2.4
AG1_Motion-Vidéo_Thomas_Voyage_V1106,AG1 Travel Packs,Thomas Bernard,Motion/Vidéo,Voyage et santé,Ce qui a changé ma vie...,Octobre 2025,En pause,13/10/2025,6138,166,10864.26,1.77,36.98,109250,2622,2.40
AG1_Témoignage_Thomas_Énergie_V1107,Vitamine D3+K2,Thomas Bernard,Témoignage,Énergie quotidienne,Mon avis honnête,Septembre 2025,Archivée,09/09/2025,5989,18,15451.62,2.58,332.72,313308,13472,4.3
AG1_Témoignage_Emma_Voyage_V1108,Shaker,Emma Laurent,Témoignage,Voyage et santé,3 mois plus tard...,Septembre 2025,Archivée,16/09/2025,1549,176,6118.55,3.95,8.8,50295,1710,3.4
AG1_UGC_Emma_Digestion_V1109,Omega-3,Emma Laurent,UGC,Digestion,Ce qui a changé ma vie...,Août 2025,Arrêtée,16/08/2025,7645,86,12996.5,1.7,88.9,460087,18403,4
AG1_UGC_Julie_Voyage_V1110,Shaker,Julie Petit,UGC,Voyage et santé,Pourquoi je ne peux plus m'en passer,Octobre 2025,Archivée,20/10/2025,5944,74,21695.6,3.65,80.32,49358,938,1.9
AG1_Imagestatique_Studio_Énergie_V1111,AG1 Powder,Studio Interne,Image statique,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Novembre 2025,Archivée,07/11/2025,6632,20,19365.44,2.92,331.6,451979,17627,3.9
AG1_Témoignage_Emma_Immunité_V1112,AG1 Travel Packs,Emma Laurent,Témoignage,Immunité,Mon secret de productivité,Septembre 2025,Arrêtée,06/09/2025,7474,153,7772.96,1.04,48.85,431977,12095,2.8
AG1_Témoignage_Léa_Immunité_V1113,Shaker,Léa Garcia,Témoignage,Immunité,La vérité sur AG1,Septembre 2025,En ligne,25/09/2025,5923,181,7107.6,1.2,32.72,26658,906,3.4
AG1_Imagestatique_Sophie_Routine_V1114,AG1 Powder,Sophie Martin,Image statique,Routine matinale,Avant chaque entraînement...,Juillet 2025,Archivée,24/07/2025,2981,135,9419.96,3.16,22.08,483748,15964,3.3
AG1_Motion-Vidéo_Studio_Immunité_V1115,Bundle Complet,Studio Interne,Motion/Vidéo,Immunité,Mon secret de productivité,Août 2025,Archivée,08/08/2025,3248,231,2793.28,0.86,14.06,287058,8612,3
AG1_Imagestatique_Emma_Voyage_V1116,Omega-3,Emma Laurent,Image statique,Voyage et santé,Ce que personne ne dit,Juillet 2025,En ligne,04/07/2025,2152,163,5745.84,2.67,13.2,335137,14746,4.4
AG1_Témoignage_Antoine_Bien-être_V1117,AG1 Travel Packs,Antoine Roux,Témoignage,Bien-être global,3 mois plus tard...,Novembre 2025,Archivée,14/11/2025,4668,157,18251.88,3.91,29.73,59293,1364,2.3
AG1_Imagestatique_Léa_Voyage_V1118,Omega-3,Léa Garcia,Image statique,Voyage et santé,Avant chaque entraînement...,Novembre 2025,Archivée,23/11/2025,4518,134,19427.4,4.3,33.72,96813,2420,2.5
AG1_UGC_Camille_Immunité_V1119,Vitamine D3+K2,Camille Dubois,UGC,Immunité,3 mois plus tard...,Novembre 2025,En pause,26/11/2025,6345,203,14466.6,2.28,31.26,208830,7936,3.8
AG1_Motion-Vidéo_Léa_Bien-être_V1120,Abonnement,Léa Garcia,Motion/Vidéo,Bien-être global,Ce qui a changé ma vie...,Juillet 2025,En ligne,04/07/2025,7943,128,19301.49,2.43,62.05,105432,4639,4.4
AG1_Podcast_Léa_Voyage_V1121,Bundle Complet,Léa Garcia,Podcast,Voyage et santé,3 mois plus tard...,Septembre 2025,En pause,22/09/2025,7152,48,18809.76,2.63,149,377731,16242,4.3
AG1_Podcast_Léa_Immunité_V1122,Omega-3,Léa Garcia,Podcast,Immunité,Mon avis honnête,Septembre 2025,En pause,10/09/2025,7903,16,24736.39,3.13,493.94,246915,5432,2.2
AG1_Motion-Vidéo_Pierre_Performance_V1123,Shaker,Pierre Moreau,Motion/Vidéo,Performance sportive,Pourquoi je ne peux plus m'en passer,Août 2025,En pause,18/08/2025,3762,158,9668.34,2.57,23.81,160759,5627,3.5
AG1_Imagestatique_Camille_Immunité_V1124,AG1 Powder,Camille Dubois,Image statique,Immunité,Ce que personne ne dit,Septembre 2025,En ligne,21/09/2025,1014,216,1825.2,1.8,4.69,439731,14951,3.4
AG1_Motion-Vidéo_Sophie_Performance_V1125,AG1 Travel Packs,Sophie Martin,Motion/Vidéo,Performance sportive,Pourquoi je ne peux plus m'en passer,Juillet 2025,En pause,17/07/2025,1032,37,1568.64,1.52,27.89,460345,13810,3
AG1_Podcast_Léa_Immunité_V1126,AG1 Powder,Léa Garcia,Podcast,Immunité,3 mois plus tard...,Juillet 2025,En pause,07/07/2025,3826,197,9297.18,2.43,19.42,79552,1511,1.9
AG1_Podcast_Emma_Focus_V1127,Bundle Complet,Emma Laurent,Podcast,Focus mental,Avant chaque entraînement...,Juillet 2025,Archivée,18/07/2025,5282,75,15106.52,2.86,70.43,102796,4317,4.2
AG1_Podcast_Léa_Focus_V1128,AG1 Powder,Léa Garcia,Podcast,Focus mental,Mon secret de productivité,Octobre 2025,Arrêtée,12/10/2025,4428,218,18110.52,4.09,20.31,379202,15926,4.2
AG1_Témoignage_Studio_Voyage_V1129,AG1 Powder,Studio Interne,Témoignage,Voyage et santé,Ce que personne ne dit,Novembre 2025,En ligne,03/11/2025,7162,232,10456.52,1.46,30.87,310251,6826,2.2
AG1_Imagestatique_Antoine_Performance_V1130,AG1 Travel Packs,Antoine Roux,Image statique,Performance sportive,Mon secret de productivité,Octobre 2025,En ligne,10/10/2025,3214,37,5463.8,1.7,86.86,420864,8838,2.1
AG1_Imagestatique_Sophie_Performance_V1131,Abonnement,Sophie Martin,Image statique,Performance sportive,Mon avis honnête,Juillet 2025,En pause,01/07/2025,1007,150,3695.69,3.67,6.71,127945,3455,2.7
AG1_Podcast_Julie_Focus_V1132,Shaker,Julie Petit,Podcast,Focus mental,Avant chaque entraînement...,Octobre 2025,Arrêtée,15/10/2025,2957,233,3370.98,1.14,12.69,312844,12201,3.9
